dates,Title,File,Political Influence,Scientific Data Mentioned,Statistical Data Mentioned,Source Mentioned,Authenticity,Stance Detection,Location,Focus,Target,Authority Involvement
18 November 2020 18:01,"ভ্যাটের আগুনের ধোঁয়ায় ঢেকে যাচ্ছে এলাকা, ডানকুনি পুরসভার বিরুদ্ধে উদাসীনতার অভিযোগ",ID-1349.txt,No,No,No,No,Real,Positive,Bangladesh,Global Warming,Government,Government
16 November 2020 03:36,শীতকালে বাড়ে ধূলিকণার দূষণ,ID-1351.txt,No,Yes,No,No,Real,Neutral,India,Air Pollution,N/A,N/A
15 November 2020 17:02,দূষণ-সূচকে কালীপুজোর কলকাতা: ২০২০ বনাম ২০১৯,ID-1352.txt,No,No,Yes,Yes,Real,Positive,India,Environmental Pollution,General People,Legal/Court
15 November 2020 04:40,দূষণ কমে পাহাড়ে বৃদ্ধি ধূলিকণা মাত্রার,ID-1353.txt,No,Yes,No,No,Real,Neutral,India,Air Pollution,General People,N/A
11 November 2020 19:44,"বায়ু দূষণ ও করোনাভাইরাস একসঙ্গে বাড়াতে পারে মৃত্যুর সম্ভাবনা, আশঙ্কা এইমস প্রধানের",ID-1357.txt,No,No,No,No,Real,Positive,India,Air Pollution,N/A,Other Authority
08 November 2020 03:00,"‘টিকার মতোই শুধু আইন বাঁচায় না, তার প্রয়োগ বাঁচায়’",ID-1360.txt,Yes,No,No,No,Real,Positive,India,Air Pollution,N/A,Legal/Court
05 November 2020 03:39,"দীপাবলি হোক শুধুই আলোর, প্রচার শুরু",ID-1363.txt,No,No,No,No,Real,Positive,India,Light Pollution,General People,Environmental/Forestry Authority
04 November 2020 02:55,"সরোবর-দূষণের রিপোর্ট অগ্রাহ্য, এ বার বাজিতে কী করবে সরকার",ID-1364.txt,No,No,No,No,Real,Neutral,India,Climate Change,Government,Legal/Court
02 November 2020 02:55,প্রতিমা ধুইয়ে নদীতে দূষণ রোধের বার্তা,ID-1365.txt,No,No,Yes,No,Real,Positive,India,Water Resource Pollution,General People,NGO
30 October 2020 02:41,১৭ শতাংশ কোভিড মৃত্যুর নেপথ্যেই দূষিত বায়ু,ID-1372.txt,No,Yes,No,No,Real,Neutral,India,Air Pollution,N/A,N/A
29 October 2020 00:01,"লালবাঁধে কেন বিসর্জন, ক্ষোভ",ID-1373.txt,No,No,Yes,No,Real,Neutral,India,Water Pollution,General People,N/A
22 October 2020 01:05,ভাসানের দূষণ এড়াতে পর্ষদের নিদান,ID-1376.txt,No,No,No,No,Real,Positive,India,Environmental Pollution,General People,Legal/Court
16 October 2020 19:15,তিন রাজ্যে শস্যদহনে নজরদারি চালাতে কমিটি গড়ল সুপ্রিম কোর্ট,ID-1378.txt,Yes,No,No,No,Real,Negative,India,Climate Change,General People,Legal/Court
07 November 2023 05:49,দিল্লির দূষণে 'অদৃশ্য' তাজমহল,ID-138.txt,No,No,No,No,Real,Positive,India,Environmental Pollution,General People,Environmental/Forestry Authority
14 October 2020 04:38,"জঞ্জাল পুড়ছে পথের ধারে, ছড়াচ্ছে দূষণ",ID-1380.txt,No,No,No,No,Real,Positive,India,Climate Change,Authority,Environmental/Forestry Authority
06 October 2020 02:16,"আপন মনে বেড়ে চলেছে পার্থেনিয়াম, ছড়াচ্ছে দূষণ",ID-1388.txt,No,No,No,No,Real,Negative,India,Climate Change,Government,General people
23 September 2020 04:46,পুরুলিয়ার চার ওয়ার্ডে শুরু আবর্জনা সংগ্রহ,ID-1389.txt,No,No,No,No,Real,Positive,India,Environmental Protection,General People,Legal/Court
16 September 2020 12:10,নিউ নর্মালে নানা রোগ বাড়াচ্ছে দূষণ,ID-1390.txt,No,Yes,No,No,Real,Positive,Global,Environmental Pollution,All,Scientists & Researcher
08 September 2020 05:37,দূষণ ঠেকাতে চাই উন্নত গণপরিবহণ,ID-1394.txt,No,No,No,No,Real,Positive,India,Air Pollution,General People,Other Authority
07 September 2020 02:49,"ফের বেলাগাম প্লাস্টিক ব্যবহার, ভুগছে শহর",ID-1395.txt,Yes,No,No,No,Real,Positive,India,Plastic Pollution,N/A,Environmental/Forestry Authority
19 August 2020 03:35,ফের আবর্জনায় দূষণ সৈকতে,ID-1399.txt,No,No,No,No,Real,Positive,India,Environmental Pollution,General People,Other Authority
21 February 2020 09:57,"ভয়াবহ বায়ু দূষণ, মারাত্মক স্বাস্থ্য ঝুঁকিতে ঢাকাবাসী!",ID-14.txt,No,No,Yes,No,Real,Positive,Bangladesh,Air Pollution,N/A,N/A
19 March 2022 09:15,সৃজনশীল আয়োজনে বরিশালে পালিত হলো 'গ্লোবাল রিসাইক্লিং ডে',ID-140.txt,No,No,No,Yes,Real,Positive,Bangladesh,Environmental Pollution,General People,Other Authority
11 August 2020 04:04,গঙ্গার দূষণ রোধের প্রকল্প নিয়ে প্রশ্ন পরিবেশকর্মীদের,ID-1401.txt,No,No,Yes,Yes,Real,Positive,India,Water Pollution,General People,Environmental/Forestry Authority
08 August 2020 04:03,উৎপাদন চালু রেখেই দূষণ-রোধ,ID-1402.txt,No,No,No,No,Real,Problematic,India,Environmental Pollution,Government,Legal/Court
07 August 2020 02:03,"গঙ্গার দূষণ রোধ কী ভাবে, পরামর্শদাতা সংস্থা নিয়োগ",ID-1403.txt,No,No,No,No,Real,Positive,India,Water Pollution,Government,Environmental/Forestry Authority
05 August 2020 05:22,তাপবিদ্যুৎ কেন্দ্র বন্ধের নির্দেশ দূষণ-বিধিভঙ্গে,ID-1405.txt,No,No,No,No,Real,Positive,India,Environmental Pollution,Authority,Legal/Court
01 August 2020 03:00,"ভাগাড়ের দূষণ ঠেকানো যায়নি, রাজ্যকে এক কোটির জরিমানা",ID-1406.txt,No,No,No,No,Real,Positive,India,Environmental Pollution,Authority,Legal/Court
30 July 2020 06:07,আদালতের ধমক খেল বম্বে আইআইটি,ID-1407.txt,No,No,No,No,Real,Neutral,India,Environmental Pollution,Government,Legal/Court
27 July 2020 02:21,দ্রুত দূষণে লাগাম টানার দাবি উঠছে,ID-1408.txt,No,No,No,No,Real,Problematic,India,Air Pollution,Industries,Legal/Court
17 July 2020 05:23,"সাইবেরিয়ায় তাপপ্রবাহ, দূষণকেই দোষারোপ",ID-1410.txt,No,No,Yes,No,Real,Positive,Global,Sea Level Rising,General People,Scientists & Researcher
16 July 2020 06:44,"শাসক ঘনিষ্ঠ ব্যবসায়ীর কারখানায় দূষণ, নালিশ",ID-1411.txt,Yes,No,No,No,Real,Problematic,India,Water Pollution ,Dishonest people,Government
12 July 2020 04:08,মিড ডে মিলের হাত ধরে প্লাস্টিক জমছে সুন্দরবনে,ID-1413.txt,No,No,Yes,No,Real,Negative,India,Plastic Pollution,Government,Environmental/Forestry Authority
05 July 2020 00:46,প্লাস্টিক বর্জ্য নিয়ে নয়া প্রস্তাবের খসড়া মন্ত্রকের,ID-1420.txt,No,No,No,Yes,Real,Positive,India,Plastic Pollution,General People,Government
04 July 2020 01:33,প্লাস্টিকেই উদ্‌যাপন প্লাস্টিক ব্যাগমুক্ত দিনের,ID-1421.txt,No,No,Yes,Yes,Real,Positive,India,Plastic Pollution,General People,Government
02 July 2020 06:05,"নির্দেশই সার, বাজারে বহাল অবৈধ প্লাস্টিক",ID-1422.txt,No,No,Yes,Yes,Real,Positive,India,Plastic Pollution,General People,Other Authority
26 June 2020 00:59,"সাফাই অনিয়মিত, জঞ্জাল জমে দূষণ",ID-1423.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,N/A,N/A
18 June 2020 04:53,"বন্ধ কারখানা পরিদর্শন, ভাবাচ্ছে দূষণ",ID-1425.txt,Yes,No,No,No,Real,Neutral,India,Environmental Pollution,Industries,Environmental/Forestry Authority
15 June 2020 02:48,"ত্রাণের হাত ধরে দেদার প্লাস্টিক, সঙ্কট বাদাবনে",ID-1428.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,Environmental/Forestry Authority
01 June 2020 02:13,"জাল নেই, কম দূষণ, ফিরতে পারে দেশি মাছ",ID-1432.txt,No,No,Yes,Yes,Real,Positive,India,Environmental Protection,N/A,Scientists & Researcher
28 May 2020 01:17,"কারখানা খুলতেই ফের কালো হচ্ছে জল, নালিশ",ID-1433.txt,No,Yes,No,No,Real,Positive,India,Water Pollution,Industries,General people
25 May 2020 03:41,ধোঁয়ার গন্ধ নেই বাতাসে,ID-1436.txt,No,Yes,Yes,Yes,Real,Positive,India,Air Pollution,General People,Scientists & Researcher
08 May 2020 06:34,"বহু বছর পর এ বার তোর্সায় দেখা মিলল শুশুকের, স্মৃতিতে ডুব কোচবিহারের কালীঘাটের",ID-1439.txt,No,No,No,No,Real,Positive,India,Wildlife,N/A,Environmental/Forestry Authority
07 May 2020 02:58,কালিন্দির শান্ত জলে ঘাই মারছে তোপসে-পার্সেরা,ID-1441.txt,No,No,No,Yes,Real,Positive,India,Water Pollution,General People,Other Authority
20 April 2020 06:04,জীবাণু জগতেও প্রভাব ফেলছে জলবায়ু পরিবর্তন,ID-1443.txt,No,Yes,Yes,No,Real,Positive,Global,Climate Change,N/A,N/A
13 April 2020 13:08,"লকডাউনে হরিদ্বার, হৃষিকেশে গঙ্গার জল পানের যোগ্য হয়ে উঠেছে!",ID-1444.txt,No,No,No,No,Real,Positive,India,Water Pollution,General People,Government
13 April 2020 02:54,"চলছে না যানবাহন, কমেছে দূষণ",ID-1445.txt,No,Yes,Yes,Yes,Real,Positive,India,Climate Change,Industries,Government
12 April 2020 05:23,পলিব্যাগে ত্রাণে দূষণ-ভয়,ID-1446.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,General People,Government
10 April 2020 03:53,"দূষণ কম, ঝকঝকে শিল্পাঞ্চলের আকাশ",ID-1447.txt,No,No,Yes,No,Real,Positive,India,Environmental Protection,N/A,N/A
04 April 2020 15:35,"কমেছে দূষণ, জলন্ধর থেকে দেখা গেল হিমাচলের বরফে ঢাকা পাহাড়",ID-1449.txt,Yes,No,No,No,Real,Positive,India,Climate Change,N/A,Government
31 March 2020 06:41,"দূষণ নয়, মাস্ক পরার সংজ্ঞা বদলে দিচ্ছে কোভিড-১৯",ID-1451.txt,No,Yes,No,No,Real,Neutral,Bangladesh,Air Pollution,N/A,N/A
30 March 2020 04:12,লকডাউনে বায়ুশোধন ইউরোপেও,ID-1452.txt,No,Yes,No,No,Real,Positive,India,Air Pollution,N/A,Scientists & Researcher
21 March 2020 02:07,জলাশয়ের দুর্গন্ধে অতিষ্ঠ থানা,ID-1456.txt,No,No,No,No,Real,Positive,India,Water Pollution,Authority,Crime/Police
09 March 2020 10:00,ধুলো-ক্ষেত্র চিহ্নিত করে জল দেবে পুরসভা,ID-1457.txt,No,No,Yes,No,Real,Positive,India,Air Pollution,General People,Government
04 March 2020 02:51,"বাড়ির বাতিল ল্যাপটপ, মোবাইল নিয়ে যাবে পুরসভা",ID-1460.txt,No,No,Yes,No,Maybe Real,Positive,India,E-Waste,General People,Governent
02 March 2020 01:52,"ভাগাড়-দূষণ কমবে কবে, জানে না কেউ",ID-1462.txt,Yes,No,Yes,Yes,Real,Positive,India,Environmental Pollution,General People,Government
